"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ip-172-31-8-163.us-west-1.compute.internal",,,,"User:","ec2-user"
"Cmdline:","dstat --integer --noupdate -T -n --tcp --cpu --mem --output /home/ec2-user/stats.csv 1",,,,"Date:","16 Dec 2020 08:29:04 UTC"

"epoch","net/total",,"tcp sockets",,,,,"total cpu usage",,,,,,"memory usage",,,
"epoch","recv","send","lis","act","syn","tim","clo","usr","sys","idl","wai","hiq","siq","used","buff","cach","free"
1608107344.143,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.934,0.689,97.214,0.142,0.0,0.022,140226560.0,1085440.0,735318016.0,154877952.0
1608107345.144,5981.0,7696.0,7.0,11.0,0.0,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,141103104.0,1085440.0,735334400.0,153985024.0
1608107346.144,454.0,549.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141099008.0,1085440.0,735338496.0,153985024.0
1608107347.144,770.0,1137.0,7.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141225984.0,1085440.0,735338496.0,153858048.0
1608107348.144,1560.0,2183.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141225984.0,1085440.0,735338496.0,153858048.0
1608107349.144,104.0,181.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141217792.0,1085440.0,735346688.0,153858048.0
1608107350.144,76.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141217792.0,1085440.0,735346688.0,153858048.0
1608107351.144,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141217792.0,1085440.0,735346688.0,153858048.0
1608107352.144,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141217792.0,1085440.0,735346688.0,153858048.0
1608107353.144,528.0,598.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141217792.0,1085440.0,735346688.0,153858048.0
1608107354.144,38678.0,8082.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141344768.0,1085440.0,735346688.0,153731072.0
1608107355.144,8364.0,6902.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141463552.0,1085440.0,735354880.0,153604096.0
1608107356.144,805.0,240.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141459456.0,1085440.0,735358976.0,153604096.0
1608107357.144,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141459456.0,1085440.0,735358976.0,153604096.0
1608107358.144,50816.0,11779.0,7.0,21.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,141455360.0,1085440.0,735363072.0,153604096.0
1608107359.144,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141455360.0,1085440.0,735363072.0,153604096.0
1608107360.144,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141455360.0,1085440.0,735363072.0,153604096.0
1608107361.144,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141455360.0,1085440.0,735363072.0,153604096.0
1608107362.144,15469.0,31966.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141578240.0,1085440.0,735367168.0,153477120.0
1608107363.144,42.0,156.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141578240.0,1085440.0,735367168.0,153477120.0
1608107364.144,568.0,544.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141578240.0,1085440.0,735367168.0,153477120.0
1608107365.144,432.0,652.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141578240.0,1085440.0,735367168.0,153477120.0
1608107366.144,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141578240.0,1085440.0,735367168.0,153477120.0
1608107367.144,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141578240.0,1085440.0,735367168.0,153477120.0
1608107368.144,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141578240.0,1085440.0,735367168.0,153477120.0
1608107369.144,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141578240.0,1085440.0,735367168.0,153477120.0
1608107370.144,76.0,90.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141578240.0,1085440.0,735367168.0,153477120.0
1608107371.144,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141578240.0,1085440.0,735367168.0,153477120.0
1608107372.144,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141578240.0,1085440.0,735367168.0,153477120.0
1608107373.144,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141578240.0,1085440.0,735367168.0,153477120.0
1608107374.144,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141578240.0,1085440.0,735367168.0,153477120.0
1608107375.144,1503.0,1310.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141570048.0,1085440.0,735375360.0,153477120.0
1608107376.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141570048.0,1085440.0,735375360.0,153477120.0
1608107377.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141570048.0,1085440.0,735375360.0,153477120.0
1608107378.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141570048.0,1085440.0,735375360.0,153477120.0
1608107379.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141570048.0,1085440.0,735375360.0,153477120.0
1608107380.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141570048.0,1085440.0,735375360.0,153477120.0
1608107381.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141570048.0,1085440.0,735375360.0,153477120.0
1608107382.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141570048.0,1085440.0,735375360.0,153477120.0
1608107383.144,36236.0,41241.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141570048.0,1085440.0,735375360.0,153477120.0
1608107384.144,764.0,330.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141565952.0,1085440.0,735379456.0,153477120.0
1608107385.144,152.0,326.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141565952.0,1085440.0,735379456.0,153477120.0
1608107386.144,76.0,90.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141565952.0,1085440.0,735379456.0,153477120.0
1608107387.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141565952.0,1085440.0,735379456.0,153477120.0
1608107388.144,452.0,640.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141565952.0,1085440.0,735379456.0,153477120.0
1608107389.144,52555.0,15886.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141557760.0,1085440.0,735387648.0,153477120.0
1608107390.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141557760.0,1085440.0,735387648.0,153477120.0
1608107391.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141557760.0,1085440.0,735387648.0,153477120.0
1608107392.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141557760.0,1085440.0,735387648.0,153477120.0
1608107393.144,40874.0,35845.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141553664.0,1085440.0,735391744.0,153477120.0
1608107394.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141553664.0,1085440.0,735391744.0,153477120.0
1608107395.144,216.0,326.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141488128.0,1085440.0,735391744.0,153542656.0
1608107396.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141488128.0,1085440.0,735391744.0,153542656.0
1608107397.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141488128.0,1085440.0,735391744.0,153542656.0
1608107398.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141488128.0,1085440.0,735391744.0,153542656.0
1608107399.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141488128.0,1085440.0,735391744.0,153542656.0
1608107400.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141488128.0,1085440.0,735391744.0,153542656.0
1608107401.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,1.980,98.020,0.0,0.0,0.0,142016512.0,1085440.0,735428608.0,152977408.0
1608107402.144,9020.0,81142.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142036992.0,1085440.0,735399936.0,152985600.0
1608107403.144,1424.0,528.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142032896.0,1085440.0,735404032.0,152985600.0
1608107404.144,284.0,272.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142032896.0,1085440.0,735404032.0,152985600.0
1608107405.144,216.0,326.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142032896.0,1085440.0,735404032.0,152985600.0
1608107406.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142032896.0,1085440.0,735404032.0,152985600.0
1608107407.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142032896.0,1085440.0,735404032.0,152985600.0
1608107408.144,42.0,42.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142032896.0,1085440.0,735404032.0,152985600.0
1608107409.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142028800.0,1085440.0,735408128.0,152985600.0
1608107410.144,76.0,90.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142028800.0,1085440.0,735408128.0,152985600.0
1608107411.144,43052.0,47375.0,7.0,22.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,142024704.0,1085440.0,735412224.0,152985600.0
1608107412.144,260.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142024704.0,1085440.0,735412224.0,152985600.0
1608107413.144,15296.0,51581.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142016512.0,1085440.0,735420416.0,152985600.0
1608107414.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142016512.0,1085440.0,735420416.0,152985600.0
1608107415.144,216.0,326.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142016512.0,1085440.0,735420416.0,152985600.0
1608107416.144,42.0,42.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142016512.0,1085440.0,735420416.0,152985600.0
1608107417.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142016512.0,1085440.0,735420416.0,152985600.0
1608107418.144,76.0,90.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142016512.0,1085440.0,735420416.0,152985600.0
1608107419.144,42.0,42.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142016512.0,1085440.0,735420416.0,152985600.0
1608107420.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142016512.0,1085440.0,735420416.0,152985600.0
1608107421.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142016512.0,1085440.0,735420416.0,152985600.0
1608107422.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142016512.0,1085440.0,735420416.0,152985600.0
1608107423.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142016512.0,1085440.0,735420416.0,152985600.0
1608107424.144,81972.0,11660.0,7.0,22.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,142012416.0,1085440.0,735424512.0,152985600.0
1608107425.144,216.0,326.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142012416.0,1085440.0,735424512.0,152985600.0
1608107426.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142012416.0,1085440.0,735424512.0,152985600.0
1608107427.144,15924.0,81245.0,7.0,22.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,142008320.0,1085440.0,735428608.0,152985600.0
1608107428.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142008320.0,1085440.0,735428608.0,152985600.0
1608107429.144,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,142008320.0,1085440.0,735428608.0,152985600.0
